BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1261, ,R4,205 WATER STREET,7E,11201,1,0,1,0,0,2010, 	2 ,R4," $	2,175,000.00 ",7/5/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1404, ,R4,51 JAY STREET,1D,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,530,000.00 ",1/5/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1405, ,R4,51 JAY STREET,1E,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,657,711.00 ",4/17/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1408, ,R4,51 JAY STREET,1H,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,810,448.00 ",4/5/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1409, ,R4,51 JAY STREET,1I,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,268,000.00 ",3/24/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1412, ,R4,51 JAY STREET,1L,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,319,573.00 ",4/7/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1417, ,R4,51 JAY STREET,1Q,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,294,117.00 ",12/18/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1418, ,R4,51 JAY STREET,1R,11201,1,0,1,0,0,1905, 	2 ,R4," $	3,503,000.00 ",4/14/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1423, ,R4,51 JAY STREET,2C,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,599,592.00 ",3/2/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1425, ,R4,51 JAY STREET,3B,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,988,642.00 ",3/16/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1434, ,R4,51 JAY STREET,3K,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,205,608.00 ",3/3/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1439, ,R4,51 JAY ST,4A,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,326,701.00 ",3/17/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1440, ,R4,51 JAY STREET,4B,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,065,011.00 ",3/16/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1441, ,R4,51 JAY STREET,4C,11201,1,0,1,0,0,1905, 	2 ,R4," $	3,281,819.00 ",3/22/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1442, ,R4,51 JAY STREET,4D,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,190,255.00 ",4/20/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1443, ,R4,51 JAY STREET,4E,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,304,299.00 ",3/15/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1444, ,R4,51 JAY STREET,4F,11201,1,0,1,0,0,1905, 	2 ,R4, $	-00.00 ,9/8/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1444, ,R4,51 JAY STREET,4F,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,207,379.00 ",3/8/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1445, ,R4,51 JAY STREET,4G,11201,1,0,1,0,0,1905, 	2 ,R4," $	3,288,947.00 ",4/3/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1446, ,R4,51 JAY STREET,4H,11201,1,0,1,0,0,1905, 	2 ,R4," $	894,023.00 ",4/21/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1447, ,R4,51 JAY STREET,4I,11201,1,0,1,0,0,1905, 	2 ,R4," $	3,303,000.00 ",6/28/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1448, ,R4,51 JAY STREET,4J,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,772,694.00 ",3/24/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1449, ,R4,51 JAY STREET,4K,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,284,013.00 ",3/17/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1450, ,R4,51 JAY STREET,4L,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,065,011.00 ",4/10/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1451, ,R4,51 JAY STREET,4M,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,100,649.00 ",3/24/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1454, ,R4,51 JAY STREET,5A,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,375,577.00 ",6/7/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1455, ,R4,51 JAY STREET,5B,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,078,000.00 ",6/5/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1457, ,R4,51 JAY STREET,5D,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,167,000.00 ",6/20/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1458, ,R4,51 JAY STREET,5E,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,158,000.00 ",6/19/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1459, ,R4,51 JAY STREET,5F,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,314,482.00 ",6/6/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1460, ,R4,51 JAY STREET,5G,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,903,000.00 ",2/12/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1461, ,R4,51 JAY STREET,5H,11201,1,0,1,0,0,1905, 	2 ,R4," $	985,666.00 ",6/19/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1462, ,R4,51 JAY STREET,5I,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,695,000.00 ",1/26/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1464, ,R4,51 JAY STREET,5K,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,459,152.00 ",6/22/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1465, ,R4,51 JAY STREET,5L,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,003,000.00 ",6/12/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1466, ,R4,51 JAY STREET,5M,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,988,642.00 ",6/8/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1467, ,R4,51 JAY STREET,5N,11201,1,0,1,0,0,1905, 	2 ,R4," $	1,240,228.00 ",6/8/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1468, ,R4,51 JAY STREET,5O,11201,1,0,1,0,0,1905, 	2 ,R4," $	2,574,136.00 ",6/9/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1470, ,R4,51 JAY ST,PHB,11201,1,0,1,0,0,1905, 	2 ,R4," $	6,083,005.00 ",8/1/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1472, ,R4,51 JAY STREET,PHD,11201,1,0,1,0,0,1905, 	2 ,R4," $	4,250,000.00 ",9/14/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1473, ,R4,51 JAY STREET,PHE,11201,1,0,1,0,0,1905, 	2 ,R4," $	5,908,904.00 ",8/7/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1474, ,R4,51 JAY STREET,PHF,11201,1,0,1,0,0,1905, 	2 ,R4," $	4,900,000.00 ",12/19/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,32,1020, ,R4,37 BRIDGE STREET,3G,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,014,999.00 ",8/30/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,32,1039, ,R4,37 BRIDGE STREET,6E,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,698,000.00 ",1/4/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1018, ,R4,30 MAIN STREET,3H,11201,1,0,1,0,0,1910, 	2 ,R4," $	1,475,000.00 ",8/16/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1019, ,R4,30 MAIN STREET,4A,11201,1,0,1,0,0,1910, 	2 ,R4," $	1,970,000.00 ",2/21/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1020, ,R4,30 MAIN STREET,4B,11201,1,0,1,0,0,1910, 	2 ,R4," $	2,750,000.00 ",1/18/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1022, ,R4,30 MAIN STREET,4D,11201,1,0,1,0,0,1910, 	2 ,R4," $	1,780,000.00 ",6/5/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1028, ,R4,30 MAIN STREET,5B,11201,1,0,1,0,0,1910, 	2 ,R4," $	2,790,000.00 ",1/26/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1036, ,R4,30 MAIN,6B,11201,1,0,1,0,0,1910, 	2 ,R4," $	2,800,000.00 ",10/30/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1054, ,R4,30 MAIN STREET,8D,11201,1,0,1,0,0,1910, 	2 ,R4," $	1,760,000.00 ",7/21/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1061, ,R4,30 MAIN STREET,9C,11201,1,0,1,0,0,1910, 	2 ,R4," $	2,250,000.00 ",8/15/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1083, ,R4,30 MAIN STREET,PHA,11201,1,0,1,0,0,1910, 	2 ,R4, $	-00.00 ,6/1/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1104, ,R4,42 MAIN STREET,2B-B,11201,1,0,1,0,0,2002, 	2 ,R4," $	1,450,000.00 ",12/11/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1213, ,R4,57 FRONT STREET,305,11201,1,0,1,0,0,1899, 	2 ,R4," $	1,050,000.00 ",2/2/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1218, ,R4,57 FRONT STREET,405,11201,1,0,1,0,0,0, 	2 ,R4," $	925,000.00 ",7/5/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,36,1231, ,R4,57 FRONT STREET,702,11201,1,0,1,0,0,1899, 	2 ,R4," $	777,500.00 ",8/1/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1004, ,R4,192 WATER STREET,2E,11201,1,0,1,0,0,1900, 	2 ,R4," $	2,800,000.00 ",11/3/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1101, ,R4,200 WATER STREET,GA,11201,1,0,1,0,0,1951, 	2 ,R4," $	3,462,050.00 ",4/24/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1102, ,R4,200 WATER STREET,GB,11201,1,0,1,0,0,1951, 	2 ,R4," $	3,632,850.00 ",4/27/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1104, ,R4,200 WATER STREET,2B,11201,1,0,1,0,0,1951, 	2 ,R4," $	2,902,012.00 ",3/8/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1108, ,R4,200 WATER STREET,3C,11201,1,0,1,0,0,1951, 	2 ,R4," $	2,995,000.00 ",3/28/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1109, ,R4,200 WATER STREET,4A,11201,1,0,1,0,0,1951, 	2 ,R4," $	3,540,818.00 ",3/13/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1112, ,R4,200 WATER STREET,5A,11201,1,0,1,0,0,1951, 	2 ,R4," $	4,300,000.00 ",6/13/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1113, ,R4,200 WATER STREET,5B,11201,1,0,1,0,0,1951, 	2 ,R4," $	4,400,000.00 ",8/7/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,41,1115, ,R4,200 WATER STREET,PHB,11201,1,0,1,0,0,1951, 	2 ,R4," $	3,207,487.00 ",8/31/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1014, ,R4,70 WASHINGTON STREET,2N,11201,1,0,1,0,0,1916, 	2 ,R4," $	2,049,000.00 ",1/22/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1026, ,R4,70 WASHINGTON STREET,3D,11201,1,0,1,0,0,1916, 	2 ,R4," $	2,325,000.00 ",12/7/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1044, ,R4,70 WASHINGTON STREET,3V,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,840,000.00 ",4/20/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1063, ,R4,70 WASHINGTON STREET,4S,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,585,000.00 ",3/29/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1064, ,R4,70 WASHINGTON STREET,4T,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,155,000.00 ",7/31/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1067, ,R4,70 WASHINGTON STREET,5A,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,700,000.00 ",8/16/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1067, ,R4,70 WASHINGTON STREET,5A,11201,1,0,1,0,0,1916, 	2 ,R4, $	-00.00 ,3/10/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1068, ,R4,70 WASHINGTON ST,5B,11201,1,0,1,0,0,1916, 	2 ,R4, $	-00.00 ,9/12/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1071, ,R4,70 WASHINGTON STREET,5E,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,100,000.00 ",3/29/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1089, ,R4,70 WASHINGTON STREET,6A,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,750,000.00 ",12/18/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1119, ,R4,70 WASHINGTON STREET,7I,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,700,000.00 ",5/22/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1137, ,R4,70 WASHINGTON STREET,8E,11201,1,0,1,0,0,1916, 	2 ,R4," $	999,000.00 ",8/10/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1149, ,R4,70 WASHINGTON STREET,8Q,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,075,000.00 ",10/16/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1152, ,R4,70 WASHINGTON STREET,8T,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,168,000.00 ",9/7/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1159, ,R4,70 WASHINGTON STREET,9E,11201,1,0,1,0,0,1916, 	2 ,R4," $	984,000.00 ",10/3/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1161, ,R4,70 WASHINGTON STREET,9G,11201,1,0,1,0,0,1916, 	2 ,R4," $	2,550,000.00 ",11/9/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1164, ,R4,70 WASHINGTON STREET,9J,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,300,000.00 ",11/28/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1184, ,R4,70 WASHINGTON STREET,10H,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,705,000.00 ",12/27/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1196, ,R4,70 WASHINGTON STREET,10T,11201,1,0,1,0,0,1916, 	2 ,R4," $	995,000.00 ",4/17/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1200, ,R4,70 WASHINGTON STREET,11B,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,475,000.00 ",6/6/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1208, ,R4,70 WASHINGTON STREET,11J,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,210,000.00 ",9/1/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1211, ,R4,70 WASHINGTON STREET,11M,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,595,000.00 ",4/17/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1218, ,R4,70 WASHINGTON STREET,11T,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,097,450.00 ",11/1/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1219, ,R4,70 WASHINGTON STREET,11U,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,499,999.00 ",11/6/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,45,1253, ,R4,70 WASHINGTON STREET,PHK,11201,1,0,1,0,0,1916, 	2 ,R4," $	1,572,500.00 ",4/21/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,51,1001, ,R4,84 FRONT STREET,2A,11201,1,0,1,0,0,2003, 	2 ,R4," $	860,000.00 ",7/5/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,51,1019, ,R4,84 FRONT STREET,5A,11201,1,0,1,0,0,2006, 	2 ,R4," $	915,000.00 ",6/26/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1008, ,R4,85 ADAMS STREET,3D,11201,1,0,1,0,0,0, 	2 ,R4," $	1,400,000.00 ",12/20/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1011, ,R4,85 ADAMS STREET,4C,11201,1,0,1,0,0,0, 	2 ,R4, $	-00.00 ,5/10/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1011, ,R4,85 ADAMS STREET,4C,11201,1,0,1,0,0,0, 	2 ,R4," $	900,000.00 ",3/20/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1033, ,R4,85 ADAMS STREET,10A,11201,1,0,1,0,0,0, 	2 ,R4," $	1,500,000.00 ",9/6/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1037, ,R4,85 ADAMS STREET,11A,11201,1,0,1,0,0,0, 	2 ,R4," $	1,380,000.00 ",8/17/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1048, ,R4,85 ADAMS STREET,13D,11201,1,0,1,0,0,0, 	2 ,R4," $	700,000.00 ",1/23/18
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1050, ,R4,85 ADAMS STREET,14B,11201,1,0,1,0,0,0, 	2 ,R4," $	925,000.00 ",3/20/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1066, ,R4,85 ADAMS STREET,18B,11201,1,0,1,0,0,0, 	2 ,R4," $	1,575,000.00 ",3/24/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1067, ,R4,85 ADAMS STREET,18C,11201,1,0,1,0,0,0, 	2 ,R4, $	-00.00 ,5/23/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1067, ,R4,85 ADAMS STREET,18C,11201,1,0,1,0,0,0, 	2 ,R4, $	-00.00 ,5/23/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1035, ,R4,100 JAY STREET,6M,11201,1,0,1,0,0,0, 	2 ,R4," $	900,000.00 ",10/23/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1108, ,R4,100 JAY STREET,14A,11201,1,0,1,0,0,0, 	2 ,R4," $	1,585,000.00 ",9/6/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1118, ,R4,100 JAY STREET,15B,11201,1,0,1,0,0,0, 	2 ,R4," $	950,000.00 ",6/2/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1152, ,R4,100 JAY STREET,18J,11201,1,0,1,0,0,0, 	2 ,R4," $	1,210,000.00 ",7/24/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1162, ,R4,100 JAY STREET,20A,11201,1,0,1,0,0,0, 	2 ,R4," $	2,425,000.00 ",3/15/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1164, ,R4,100 JAY STREET,20C,11201,1,0,1,0,0,0, 	2 ,R4," $	1,590,000.00 ",8/29/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1172, ,R4,100 JAY STREET,21B,11201,1,0,1,0,0,0, 	2 ,R4," $	999,000.00 ",10/30/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1200, ,R4,100 JAY STREET,24C,11201,1,0,1,0,0,0, 	2 ,R4," $	1,650,000.00 ",6/27/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1206, ,R4,100 JAY STREET,24J,11201,1,0,1,0,0,0, 	2 ,R4," $	1,235,000.00 ",7/28/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1241, ,R4,100 JAY STREET,28H,11201,1,0,1,0,0,0, 	2 ,R4," $	2,200,000.00 ",8/11/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1256, ,R4,100 JAY STREET,30E,11201,1,0,1,0,0,0, 	2 ,R4," $	2,935,000.00 ",10/13/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1263, ,R4,100 JAY STREET,32B,11201,1,0,1,0,0,0, 	2 ,R4," $	1,150,000.00 ",10/11/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,55,1005, ,R4,79 BRIDGE STREET,2C,11201,1,0,1,0,0,1920, 	2 ,R4, $	-00.00 ,10/18/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,55,1007, ,R4,79 BRIDGE STREET,2E,11201,1,0,1,0,0,1920, 	2 ,R4," $	895,000.00 ",8/9/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,55,1030, ,R4,79 BRIDGE STREET,5A,11201,1,0,1,0,0,1920, 	2 ,R4," $	1,560,000.00 ",9/8/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,55,1031, ,R4,79 BRIDGE STREET,5C,11201,1,0,1,0,0,1920, 	2 ,R4," $	1,875,000.00 ",11/28/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,55,1037, ,R4,79 BRIDGE STREET,6E,11201,1,0,1,0,0,1920, 	2 ,R4, $	-00.00 ,12/14/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,55,1116, ,R4,206 FRONT STREET,1B,11201,1,0,1,0,0,0, 	2 ,R4," $	1,200,000.00 ",4/28/17
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,55,1141, ,R4,206 FRONT STREET,6C,11201,1,0,1,0,0,0, 	2 ,R4," $	1,312,600.00 ",7/14/17
