BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6952,45, ,A1,164-10 71ST   AVENUE, ,11365,1,0,1,"4,058","1,360",1920,1,A1,0,3/10/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6953,8, ,A5,71-49 165TH STREET, ,11365,1,0,1,"2,750","1,120",1950,1,A5,"708,000",9/21/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6954,12, ,A1,71-11 166TH   STREET, ,11365,1,0,1,"3,800","2,589",1930,1,A1,"990,000",11/1/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6955,56, ,A2,71-14 168TH STREET, ,11365,1,0,1,"3,800","2,205",1960,1,A2,"1,118,000",10/24/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6957,71, ,A2,71-54 170TH STREET, ,11365,1,0,1,"4,940","1,350",1945,1,A2,0,3/3/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6957,73, ,A2,71-60 170TH STREET, ,11365,1,0,1,"4,291","2,401",1960,1,A2,"910,000",8/31/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6958,47, ,A2,71-20 171ST   STREET, ,11365,1,0,1,"4,096","1,360",1955,1,A2,"825,000",4/5/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6959,41, ,A2,71-12 172ND STREET, ,11365,1,0,1,"4,572","1,174",1955,1,A2,0,9/27/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6960,3, ,A2,172-15 73RD AVE, ,11366,1,0,1,"4,000","1,230",1950,1,A2,"928,000",9/18/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6960,72, ,A1,70-46 173RD STREET, ,11365,1,0,1,"3,800","2,028",1950,1,A1,"1,080,000",9/27/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6961,6, ,A2,173-05 73RD   AVENUE, ,11366,1,0,1,"5,145","1,180",1955,1,A2,0,6/16/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6962,21, ,A5,70-33 174TH   STREET, ,11365,1,0,1,"1,800","1,683",1940,1,A5,"730,000",9/25/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6963,8, ,A5,175-23 73RD   AVENUE, ,11366,1,0,1,"2,400","1,296",1940,1,A5,"780,000",5/31/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6964,34, ,A5,164-16 72ND AVENUE, ,11365,1,0,1,"1,800","1,464",1940,1,A5,"650,000",3/21/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6964,35, ,A5,164-18 72ND   AVENUE, ,11365,1,0,1,"1,800","1,464",1940,1,A5,"690,000",8/30/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6965,6, ,A5,164-43 75TH AVENUE, ,11366,1,0,1,"1,860","1,280",1940,1,A5,"700,000",5/26/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6965,18, ,A5,164-19 75TH AVENUE, ,11366,1,0,1,"1,820","1,280",1940,1,A5,"838,000",2/6/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6965,20, ,A5,164-15 75TH AVENUE, ,11366,1,0,1,"1,800","1,280",1940,1,A5,"775,000",8/28/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6967,42, ,A1,164-32 75TH   ROAD, ,11366,1,0,1,"3,342","1,386",1930,1,A1,"530,000",8/31/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6968,58, ,A1,164-38 76TH   AVENUE, ,11366,1,0,1,"2,367","1,328",1930,1,A1,0,11/18/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6968,71, ,A1,76-18 166TH   STREET, ,11366,1,0,1,"4,007","1,760",1945,1,A1,0,10/28/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6969,11, ,A1,164-14 76 ROAD, ,11366,1,0,1,"4,750","1,440",1940,1,A1,"850,000",3/22/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6970,37, ,A2,164-53 77TH   ROAD, ,11366,1,0,1,"5,808","2,283",1960,1,A2,"950,000",8/16/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6972,11, ,A5,164-22 78 AVENUE, ,11366,1,0,1,"3,088","1,260",1955,1,A5,0,3/2/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6973,3, ,A5,165-06 78TH   AVENUE, ,11366,1,0,1,"2,496","1,260",1955,1,A5,"715,000",7/5/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6973,31, ,A1,165-09 UNION TURNPIKE, ,11366,1,0,1,"2,432","1,190",1930,1,A1,"585,000",6/12/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6973,31, ,A1,165-09 UNION TURNPIKE, ,11366,1,0,1,"2,432","1,190",1930,1,A1,"410,000",3/8/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6976,1, ,A1,73-18 169TH STREET, ,11366,1,0,1,"5,063","2,444",1960,1,A1,"970,000",12/22/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6977,20, ,A2,169-14 73RD AVE, ,11366,1,0,1,"4,408","1,412",1965,1,A2,0,11/22/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6977,27, ,A1,73-12 170 STREET, ,11366,1,0,1,"3,850","2,122",2002,1,A1,"1,380,000",10/23/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6978,6, ,A1,170-09 75TH AVE, ,11366,1,0,1,"4,992","2,468",1955,1,A2,"1,525,000",5/26/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6978,11, ,A2,73-25 170 ST, ,11366,1,0,1,"4,560",928,1940,1,A2,"770,000",9/18/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6979,8, ,A2,73-37 171ST   STREET, ,11366,1,0,1,"3,800","1,300",1960,1,A2,"933,000",8/10/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6980,32, ,A2,172-10 73RD AVE, ,11366,1,0,1,"4,220","1,166",1950,1,A2,0,8/3/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6980,36, ,A1,73-04 173RD   STREET, ,11366,1,0,1,"3,468","2,106",1950,1,A1,"999,000",12/4/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6981,12, ,A5,7339 173RD STREET, ,11366,1,0,1,"2,500","1,560",1950,1,A5,0,4/21/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6981,22, ,A5,73-21 173RD   STREET, ,11366,1,0,1,"2,500","1,560",1950,1,A5,"330,000",7/7/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6982,27, ,A5,174-02 73RD   AVENUE, ,11366,1,0,1,"2,376","1,326",1940,1,A5,"746,000",8/23/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6983,4, ,A5,73-18 UTOPIA PARKWAY, ,11366,1,0,1,"1,800","1,224",1960,1,A5,"717,000",10/24/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6983,6, ,A5,175-25 74TH   AVENUE, ,11366,1,0,1,"2,417","1,376",1950,1,A5,"805,000",8/17/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6986,7, ,A5,7543 167TH STREET, ,11366,1,0,1,"1,710","1,224",1945,1,A5,0,9/27/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6986,11, ,A5,75-35 167TH STREET, ,11366,1,0,1,"1,710","1,224",1945,1,A5,"800,000",9/15/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6986,12, ,A5,75-33 167TH STREET, ,11366,1,0,1,"1,710","1,224",1945,1,A5,"830,000",10/10/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6986,43, ,A5,75-28 168TH   STREET, ,11366,1,0,1,"1,710","1,260",1945,1,A5,"720,000",4/13/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6986,47, ,A5,75-36 168TH STREET, ,11366,1,0,1,"1,710","1,260",1945,1,A5,"650,000",2/8/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6987,11, ,A5,75-33 168TH STREET, ,11366,1,0,1,"1,710","1,260",1940,1,A5,0,3/22/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6987,20, ,A5,75-15 168TH STREET, ,11366,1,0,1,"1,710","1,260",1940,1,A5,"738,888",11/22/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6987,34, ,A5,75-14 169TH   STREET, ,11366,1,0,1,"1,900","1,360",1940,1,A5,"588,000",1/12/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6987,43, ,A5,75-32 169TH   STREET, ,11366,1,0,1,"1,900","1,360",1940,1,A5,"820,000",7/31/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6988,7, ,A5,75-35 169TH   STREET, ,11366,1,0,1,"1,900","1,360",1940,1,A5,0,1/17/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6989,31, ,A1,7524 171 ST, ,11366,1,0,1,"4,085","1,512",1950,1,A1,"890,000",4/12/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6994,30, ,A1,75-18 176TH   STREET, ,11366,1,0,1,"4,000","1,120",1920,1,A1,"810,000",7/26/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6995,25, ,A1,75-15 176 STREET, ,11366,1,0,1,"4,000","1,350",1950,1,A1,"990,000",12/20/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6995,43, ,A5,75-20 UTOPIA PARKWAY, ,11366,1,0,1,"2,849","1,308",1935,1,A5,0,6/13/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6995,54, ,A5,75-42 UTOPIA PARKWAY, ,11366,1,0,1,"2,045","1,332",1935,1,A5,0,1/26/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6996,23, ,A5,76-34 167 STREET, ,11366,1,0,1,"1,710","1,296",1948,1,A5,0,11/19/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6996,32, ,A5,7656 167 STREET, ,11366,1,0,1,"1,710","1,296",1960,1,A5,"710,000",5/30/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6997,1, ,A5,7609 167 STREET, ,11366,1,0,1,"1,710","1,296",1950,1,A5,"550,000",6/28/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6997,2, ,A5,76-07 167TH STREET, ,11366,1,0,1,"1,710","1,296",1950,1,A5,"715,000",8/21/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6997,47, ,A5,76-45 167TH STREET, ,11366,1,0,1,"1,710","1,296",1950,1,A5,0,11/20/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6997,52, ,A5,76-35 167TH   STREET, ,11366,1,0,1,"1,710","1,296",1950,1,A5,"695,000",4/28/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6997,59, ,A5,7621 167TH STREET, ,11366,1,0,1,"1,710","1,296",1950,1,A5,10,3/27/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6997,59, ,A5,76-21 167TH   STREET, ,11366,1,0,1,"1,710","1,296",1950,1,A5,0,3/6/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6998,31, ,A5,76-54 169 STREET, ,11366,1,0,1,"3,876","1,440",1950,1,A5,"850,000",2/2/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6999,53, ,A5,76-17 169TH STREET, ,11366,1,0,1,"1,710","1,224",1955,1,A5,0,9/20/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6999,54, ,A5,7615 169 STREET, ,11366,1,0,1,"1,710","1,224",1955,1,A5,0,9/8/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6999,55, ,A5,76-13 169TH   STREET, ,11366,1,0,1,"1,710","1,224",1955,1,A5,"565,000",2/5/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7001,39, ,A0,76-66 172ND   STREET, ,11366,1,0,1,"3,800","1,120",1950,1,A0,0,6/23/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7001,53, ,A0,77-25 171ST   STREET, ,11366,1,0,1,"4,166","1,120",1950,1,A0,"725,000",4/5/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7001,65, ,A1,77-01 171ST   STREET, ,11366,1,0,1,"3,895","1,792",1950,1,A1,"995,000",3/10/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7003,13, ,A0,77-20 168TH   STREET, ,11366,1,0,1,"3,895","1,283",1945,1,A0,"865,000",7/10/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7003,43, ,A0,77-29 167TH STREET, ,11366,1,0,1,"3,935","1,486",1945,1,A0,0,3/8/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7004,35, ,A1,7712 169 STREET, ,11366,1,0,1,"2,850","1,746",1930,1,A1,"800,000",2/9/2018
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7004,46, ,A1,77-34 169TH   STREET, ,11366,1,0,1,"2,850","1,746",1930,1,A1,"825,000",8/28/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7005,24, ,A1,77-09 169TH   STREET, ,11366,1,0,1,"3,150","1,440",1940,1,A1,"845,000",7/24/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7006,35, ,A0,77-14 171ST   STREET, ,11366,1,0,1,"4,750","1,220",1950,1,A0,0,11/14/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7006,47, ,A5,77-38 171ST   STREET, ,11366,1,0,1,"2,500","1,496",1955,1,A5,0,9/22/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7008,36, ,A1,77-22 173 STREET, ,11366,1,0,1,"4,964","2,026",1955,1,A1,"990,000",6/22/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7010,10, ,A1,76-18 174TH   STREET, ,11366,1,0,1,"4,000","1,512",1950,1,A1,"899,888",4/17/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7010,14, ,A1,76-26 174TH   STREET, ,11366,1,0,1,"4,000","1,472",1950,1,A1,"969,000",8/23/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7010,18, ,A0,76-34 174TH   STREET, ,11366,1,0,1,"4,000","1,385",1950,1,A0,"880,000",6/26/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7010,22, ,A1,76-42 174TH   STREET, ,11366,1,0,1,"4,000","1,768",1950,1,A1,"1,145,000",9/18/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7010,52, ,A1,76-51 173RD   STREET, ,11366,1,0,1,"4,000","1,416",1950,1,A1,0,7/18/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7010,52, ,A1,7651 173 STREET, ,11366,1,0,1,"4,000","1,416",1950,1,A1,"1,134,000",5/24/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,7013,59, ,A1,76-15 176TH STREET, ,11366,1,0,1,"4,000","1,300",1940,1,A1,"735,000",11/22/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6388,44, ,B9,61-16 MAIN STREET, ,11367,2,0,2,"1,862","2,117",1945,1,B9,"1,068,000",8/29/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6388,50, ,B3,61-28 MAIN STREET, ,11367,2,0,2,"1,862","1,928",1945,1,B3,"850,000",8/4/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6389,1, ,B3,135-02 62ND   AVENUE, ,11367,2,0,2,"4,300","1,892",1940,1,B3,0,11/10/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6390,10, ,B3,62-28 136TH   STREET, ,11367,2,0,2,"3,283","1,628",1925,1,B3,"998,000",8/18/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6392,31, ,B1,136-37 62ND   ROAD, ,11367,2,0,2,"4,000","2,786",1950,1,B1,"890,000",1/19/2018
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6393,9, ,B3,136-18 62ND ROAD, ,11367,2,0,2,"4,000","2,160",1945,1,B3,"1,350,000",11/3/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6397,51, ,B9,62-04 MAIN STREET, ,11367,2,0,2,"1,900","1,952",1945,1,B9,10,9/7/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6418,38, ,B3,146-27 61 ROAD, ,11367,2,0,2,"1,775","1,965",1945,1,B3,"700,000",7/5/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6419,30, ,B1,146-05 REEVES AVE, ,11367,2,0,2,"2,080","2,268",1945,1,B1,"990,000",6/22/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6497,43, ,B3,140-45 69TH ROAD, ,11367,2,0,2,"1,800","1,296",1940,1,B3,0,8/10/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6498,66, ,B1,140-11 JEWEL AVENUE, ,11367,2,0,2,"2,189","2,541",1950,1,B1,0,5/9/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6501,92, ,B3,64-19 138TH   STREET, ,11367,2,0,2,"4,000","2,400",1945,1,B3,0,7/8/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6527,79, ,B3,14429 MELBOURNE AVE, ,11367,2,0,2,"2,142","1,944",1950,1,B3,0,2/12/2018
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6595,50, ,B1,138-46 JEWEL, ,11367,2,0,2,"2,102","1,840",1940,1,B1,0,4/5/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6595,58, ,B1,140-04 JEWEL AVENUE, ,11367,2,0,2,"2,231","1,932",1940,1,B1,"950,000",7/18/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6596,23, ,B1,137-34 70TH   AVENUE, ,11367,2,0,2,"2,010","1,700",1947,1,B1,"998,000",11/3/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6596,24, ,B1,137-36 70TH AVENUE, ,11367,2,0,2,"2,025","1,700",1950,1,B1,0,5/9/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6596,28, ,B1,137-46 70TH   AVENUE, ,11367,2,0,2,"2,600","1,700",1950,1,B1,0,6/30/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6596,39, ,B1,137-72 70TH   AVENUE, ,11367,2,0,2,"2,569","1,700",1950,1,B1,0,11/3/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6617,35, ,B1,141-28 70TH   AVENUE, ,11367,2,0,2,"2,000","2,608",1940,1,B1,"995,000",1/11/2018
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6617,67, ,B1,141-01 70 ROAD, ,11367,2,0,2,"3,585","2,410",1940,1,B1,"915,000",3/9/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6622,24, ,B3,141-19 72ND   DRIVE, ,11367,2,0,2,"1,800","1,440",1945,1,B3,"790,000",3/22/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6641,16, ,B3,144-32 69TH ROAD, ,11367,2,0,2,"1,900","1,360",1940,1,B3,"890,000",4/20/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6646,9, ,B3,147-16 JEWEL AVENUE, ,11367,2,0,2,"4,000","3,532",1945,1,B3,0,12/1/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6663,29, ,B1,144-50 73RD AVENUE, ,11367,2,0,2,"1,620","1,224",1950,1,B1,"740,000",4/3/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6666,22, ,B1,144-36 76TH   AVENUE, ,11367,2,0,2,"2,200","1,848",1940,1,B1,"850,000",7/19/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6676,64, ,B1,147-56 70TH ROAD, ,11367,2,0,2,"2,267","2,365",1945,1,B1,0,7/10/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6685,10, ,B9,147-18 76TH   AVENUE, ,11367,2,0,2,"2,900","1,980",1955,1,B9,0,9/18/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6685,31, ,B1,147-60 76TH AVE, ,11367,2,0,2,"3,100","3,660",1955,1,B1,0,4/6/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6688,45, ,B3,14747 78 AVE, ,11367,2,0,2,"2,500","1,980",1945,1,B3,"1,149,000",10/3/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6698,37, ,B2,150-45 72ND   ROAD, ,11367,2,0,2,"2,325","1,831",1970,1,B2,"800,000",11/13/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6707,42, ,B3,150-02 76TH ROAD, ,11367,2,0,2,"2,825","3,198",1955,1,B3,"1,235,000",10/27/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6707,54, ,B9,150-28 76TH   ROAD, ,11367,2,0,2,"1,800","1,782",1955,1,B9,"550,000",6/20/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6710,2, ,S2,150-66 78TH AVENUE, ,11367,2,1,3,"2,100","4,360",1945,1,S2,"1,025,000",5/12/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6710,44, ,B3,15010 78 AVENUE, ,11367,2,0,2,"1,800","1,224",1950,1,B3,"945,000",12/6/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6743,24, ,B3,154-21 65TH   AVENUE, ,11367,2,0,2,"2,915","1,280",1930,1,B3,0,11/18/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6748,126, ,B9,61-22 157TH   STREET, ,11367,2,0,2,"2,000","1,435",1950,1,B9,"780,000",5/11/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6752,133, ,B3,61-36 159TH   STREET, ,11365,2,0,2,"2,500","1,472",1925,1,B3,10,9/14/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6752,133, ,B3,61-36 159TH   STREET, ,11365,2,0,2,"2,500","1,472",1925,1,B3,10,7/10/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6752,133, ,B3,61-36 159TH   STREET, ,11365,2,0,2,"2,500","1,472",1925,1,B3,10,6/20/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6754,40, ,B1,61-22 160TH STREET, ,11365,2,0,2,"4,000","2,085",1940,1,B1,"995,000",10/20/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6754,53, ,B3,61-35 159TH   STREET, ,11365,2,0,2,"1,800","1,404",1950,1,B3,0,11/21/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6756,135, ,B2,61-40 161 STREET, ,11365,2,0,2,"4,000","2,100",1925,1,B2,"999,000",7/6/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6811,6, ,B3,153-02 76 RD, ,11367,2,0,2,"2,800","1,980",1950,1,B3,0,1/23/2018
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6811,15, ,B3,153-22 76TH ROAD, ,11367,2,0,2,"1,800","1,782",1950,1,B3,"685,000",4/28/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6816,58, ,B3,153-16 79TH   AVENUE, ,11367,2,0,2,"2,160","1,472",1925,1,B3,0,11/16/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6821,10, ,B3,158-33 73RD   AVENUE, ,11366,2,0,2,"4,250","1,632",1955,1,B3,"998,000",1/25/2018
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6821,40, ,B1,158-14 72ND AVENUE, ,11365,2,0,2,"2,850","1,840",2004,1,B1,"1,255,000",9/14/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6822,36, ,B2,158-24 73RD   AVENUE, ,11366,2,0,2,"3,400","1,750",1950,1,B2,"980,000",3/21/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6823,12, ,B3,158-24 75TH AVENUE, ,11366,2,0,2,"2,625","1,344",1930,1,B3,0,6/13/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6828,5, ,B3,77-36 160TH STREET, ,11366,2,0,2,"2,425","1,449",1930,1,B3,0,8/17/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6828,27, ,B1,158-01 78TH   AVENUE, ,11366,2,0,2,"3,520","3,180",1930,1,B1,0,7/28/2017
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6831,108, ,B3,160-16 79TH   AVENUE, ,11366,2,0,2,"4,000","1,560",1935,1,B3,"850,000",3/29/2017
